address,attempts,attempts_refunded,mint_received,refund_missing
s8GUQWGEBiQ65RnWFMEz31jReWt6rBxCw2QNFDRncbC,1,1,0,0
EM5CJjHUe55on2JeuTqahwAb2hPAzKHAZUAdVu5m7TBp,5,5,0,0
ENcpXqweyTnP5AT5VLKyZhjegTXggsCztgaS7iZqa5B,2,2,0,0
A3i6NQxHAwV7XJGfVM57C2E4kGBEomB5b9n7gdQiY4bX,1,1,0,0
9BTAWV7P1PVPL6qA1nLiZ1DD7rBJiRS8VfWdg7BHnYVW,5,5,0,0
BUY6Y36RQXK2Fu72uNUQDuuVMhDaKWmy1RSaR538RHjk,3,3,0,0
999ezNB3ETTSqEdD1aDhNj3BirML9nmWTo55LFiF6mLD,1,1,0,0
DxxEYtZeaPbGkZivFoeUvPPJXJgm9TJ18penpsmM9AWX,1,1,0,0
F22sW4mksEgbtzo8gJu5DH3QNJXhH53mpvmUyfzG5kLj,1,1,0,0
8tzXK1tN6RVxsMGhkqoFZ5DVXY4CSJivhw55n9RaDN4e,3,3,0,0
J25VBpBeWmCwLFownh49BLguYjqx9Y4wrKd2wAZvyYYX,4,4,0,0
rcawRkCeAvyRwopuDGK3sXgBMB2iWbVP4vzsDu9JyTS,1,1,0,0
AUrfrQDSbAtqfUrPkG6znaL7EZUPKzidc8ZJo1M6AsLW,5,5,0,0
it3jqetB1YnxHgFEagw7vdwEFMgXoXMqDJ1ncgECLbW,2,2,0,0
FcFB84jhb4F26K2KsgJ2NgSYMor6cYkG8qYnsG1Ycq6x,5,5,0,0
E7Fiu4R7qE7qs2U6fi8iyFfT8nsRbpF1zGSfofsgbUK1,1,1,0,0
9u9ofQGGRoWQV9TservMErmsWBUXqaUG129Cgyfu3vwH,6,6,0,0
FSV826G82X4doKAyC6DqeU3uGV2VNgmFXbFR2FimcNS9,3,3,0,0
AUqVa49wXwG45JHJKjQnBhhE7xbDvuUgb5rMqd6BqpZh,5,5,0,0
6bparSzb6i1pBRaSihqRHMZNcw46FfyA7rb3suhuUMG,5,5,0,0
Cx46v68CArVfk39k1msZmwkP3NFS97WgNqr5QcicvWep,2,2,0,0
EysbAndnfu8XbwugPvh6Y2WsM4CWEHxFpxKFZd8DLPyq,2,2,0,0
AcQq5snX6c8cTWNNctBArFph9YLcZzPYELCtwDErQsas,2,2,0,0
ct7W6dkG57X8egfm4YjMcKukFbSqBtpi4kcEkuXpAKz,5,5,0,0
hNRWw1qqmwY9BA6nrCCBYTRFP84n1TphTgHh6LV58nx,1,1,0,0
HC7WAgUb9Cee4fRHwv42UcV59qQkAnuKVpF3Ci8jxQ28,1,1,0,0
EBsz66EAsKVYBrTx2f3pV1kaXLZYT7BR4aY2g1Wbp1jV,2,2,0,0
8EKeCnXSCVwtXqS78kQbuQrRbUvnNDhWTixu2pcMopYj,1,1,0,0
EjE5aSVZUvhtMDfWHyVdJvH5CfvEE8uTbG9rrrHFmxMD,1,1,0,0
2RMWFLp2yBsHsCZhqRuK7vmuo6eEiD4Uqq2Rno15szun,4,4,0,0
6p9oRDUJVXBMd271WDAaFMfDPKmaMQbh8mVUaV76J3eQ,1,1,0,0
3Y4YkKxRsyrjqBpwxfGwDy34LgQ6qrPSUfjxfK3bUBAQ,2,2,0,0
FfghckuszCJQu8mdueqwnRPD3giDAvNdJ1eP1ijQyrTp,5,5,0,0
GsHrnWQNu3Nbm4ntuHyh6EtEAojvj1q3CEFiv2ZrcSn1,3,3,0,0
2VAvM4iABw6wjM9ocbT85qxRpzA6rFLh7pwP8P2PDMZ9,1,1,0,0
2nL1LZWDrLnCS8hHaAH2fDcWbbfiBj7pEu5D6G8YpjaZ,1,1,0,0
5zCa9YamE8aKqEZMHKRSLB8SCeJHEw4V1B9L7rXSnEm8,2,2,0,0
4PAAc2JTP43oGEhM5bEb851XgZX6iyHVRdJij2qoYReK,1,1,0,0
H8RtQ3Lgz3QsFJS1ZKr3SnVEdcuWk8BnkGCgh76G91QW,2,2,0,0
EvoSqZdD1xZ4qxma5mSSq1uPSDXyBAM4hooazxEwDgUB,5,5,0,0
9ri3nak9PAXM1aEoW4CWJoH9rengPKnAPLU9vXrprdrj,1,1,0,0
DeM1LU5CasVbFGrFZbu4nPqL1Tv6GYBReBDWnJYiTau7,5,5,0,0
GCGLH5CrRkpaqRnsPJb172YK9GJpBT2uvVuspMRPKgf4,6,6,0,0
7hdoiLkfBKkChB19G62BjzHYktsSBSjPoVN8tHZ35feQ,6,6,0,0
CKzP7Zkbjt4vfQfcoSkAtLigj3et82a4uezPENocEvd1,1,1,0,0
CENuzMSzZa8TJ1J7ysxq7uYKYVHxkgwyzB4eWPLWwN9c,3,3,0,0
2okcyUK8pJzmU8kYKMYmZMsfDKEQg6Kug2ZS6o3YeErW,9,9,0,0
EtHwKZ2ZX8SAEF9dyFCyKyKefdmMvNKkULz8cPFzxCEm,1,1,0,0
9GYtvgFcXZVyNU7nFFCDdWfuD5A9oWpBoyVdtPLfy5hj,4,4,0,0
BcEuSLxcWjYyK1NZKX7tRe2zwa8K8oX4tqf7MB5oRqog,2,2,0,0
Dw8jM3hTjrEbgWVY1PYiFu26eL5ahHJgZ3KPzXoPTMiJ,1,1,0,0
DSwrGd79MiGZbSAARfMJMK6264yg3XJqVh9TZ7XPvZvT,1,1,0,0
79VrCHNxMpzDH2JmSbJVxxXC4H4rJ6uPjnaw8TXrAz5k,1,1,0,0
FKBYsyJgubCRb6fVX9azX4QJmw5EEqg1fTxqpPmezYay,3,3,0,0
FTZbJxyv3QPFMHfqdUaqVLDcNuhsVpGaSZGWiEaDqFDx,5,5,0,0
4aayLVcoASwgYXD5qYLEt44qbN1a46qDYf8jfb48Xeem,1,1,0,0
CZM9FZftAH8BjSayQRztyhZDDYgCH5DCD2DPfxRpZxdC,1,1,0,0
9yPASK3MDk4iN72YgYmKhhzusUzwsHfuPT5txmmpkr4Y,2,2,0,0
2G6ip4SJrDLTrcDYEbnanrBH8Ec33cNBN4V3k1Qamyfh,2,2,0,0
DqfFk52ocLA5DmLPeCFEqj91GR5W9UsDMTGptiLyiCf,1,1,0,0
6zWohDRJzSHGHpRgby6QSs6Anbp7AAJADnPgLnWVmLbc,1,1,0,0
2pwCs9NeAuzDMnQW6nxnh3YFf3gUe7eLx3hkr6KyztAh,1,1,0,0
2vaku7ihaVVwx3ovZEHU5N41QPPnhctcmKyzjYDUTZgW,1,1,0,0
7U8ZXMBAeCjYfkzvjUT3DZhZg8QqdAUp2LGoEWyNuihT,1,1,0,0
DaqroHbMZQcoLYJ58gQhGgq262i5nGaYArrrdNtGbESr,1,1,0,0
8rKxEsx7GVvQtyCcthNzRBkoiRo8otk4u56ovfyBrSSc,1,1,0,0
4yhjng7nJkg1YM687jeUUVVWRJ7bUQJ914xzapkZP42N,3,3,0,0
83FuMZqtqecV9EN89N4Knz8Hn7GPNPFVVHkwUjBsLmXX,1,1,0,0
6CaYJn2AX6QMt8PijoJeAS17V2p5djSit4fUTAns2uJG,1,1,0,0
JDtvCg9Atr7EX8wPzJfzGAMxBnN7hgZeEbBRRCDGJiSp,1,1,0,0
ES6w6VXox2fMDeNvjexZvqG5QyyTGgMz4ZpBHhnuQsdo,1,1,0,0
DywQ3sKsR62F8zQkA9tqui2fLri8NDcrXUA4sh4j6SSt,2,2,0,0
8QJ8Y8MFXzPPjnV8hGyhM3sCGFQaS7kxfzqTEsiBWCGJ,1,1,0,0
EFWSuRVGsSFHgLVQhK2BKdmGeirR2hUn3GDHXm5xonEv,5,5,0,0
FkbvuNmUzcdCkStoad4egp5ht5hDPNpXFNsogwvp1n6r,1,1,0,0
AQpcrnVPkQHqcjqeeoH8LiWZPRT3uhn5TJtt3UeZJzT4,2,2,0,0
3eGor3gxVPjr7VPfxLMi4H72S6Xne2xcvVZftFtUkbxH,1,1,0,0
EcP2z7214RWoSTMmmQfhmjFfqKLsEnQkrYbo3Lp26xQF,4,4,0,0
79aDTu7WG7JCZvdLxqH6QXoZHEzo27PC4putbAAyT4hH,2,2,0,0
HESUC6sqSvv9G9GGboZVLoEHwg8BAjCCdCZokhZQpeQi,1,1,0,0
6CEcDhFsVC1pSnjQawsgxm565qZsVrVmdbTPNQG4m7DE,5,5,0,0
DWaoLwT4AFT9ndAExLghuPTFZX3wVZh1D52nwPhoUavj,1,1,0,0
HG4jrYhAFYbcg8RwrLUiYcbekPMhNjcJ53sUjeGuN8yX,3,3,0,0
96rYS1zFMhHq2U6Tnk6DY5gnQuHVaEkmWQeXazbZXZwH,1,1,0,0
rnR41r14Qug4NFj2XMVWsvjGiwxZQEsBLjP7fY86EVH,2,2,0,0
5g9iTN1aWXUWFUahvQao91367nsUuH7Veag9EV7XgMmC,1,1,0,0
BnwuUCcyv51cuwH3drKZdh5GdXLNbz2ScwNFQ7vXeNUN,1,1,0,0
CFmjn5pAZ4TrX8N5j8WP6H1d15kfi5Cfdz5H4U7PtaYX,1,1,0,0
9YQAJ4rDVKkDWqmDJHqkmaJdtAQUcacoSRzsAEpqBRQ4,5,5,0,0
7MTAGkYx6DEzXq4MjyxqTtbFtcVaiFzdkRSkaGfwpp2u,4,4,0,0
7hkQ73NoKciohp5DwrYeoCNg5okFquzK1qPSnzbzPDVe,1,1,0,0
BM9HyyG1pAnmfkgWEWnwUBvUzprTFZfnrvFJgBQSNWMU,2,2,0,0
9R9YUeeVZFe58qaMLUMd5Tdbr38LKg7iQcBjEg8TSbAp,2,2,0,0
4Ne1YScq6VHEmixXkGbxcSREajQQnE6KymqoPt5EytjT,2,2,0,0
2rzoZJMGmgj2TMTafzbadCzDcj2LsohzpjVaSwDaYBHZ,1,1,0,0
4jvP3S1KdA74ZgxtuThFAMAvW7hbgXNiFakqHphEmsD3,4,4,0,0
6buvyGNc1527Yms8Wt94hSEqa8H4k3cALFEgH7cakgAa,6,6,0,0
BKSSE9fS5EkeeoUwt7YvaxnNGKzQwcKKxHHfLnvctegY,1,1,0,0
9WLJng18w6PHpcMFvwa2N73NFdFGzSKSWZsYHcc2gaKD,2,2,0,0
Fq1pC4UcvnWA7KFmZEYnA1VNf463DRkowHSAcMfsn1bs,2,2,0,0
Bwz1QMx7Ar1VtBS3Hir7vhpbBc72vf2fj7SUNZS7KUZD,4,4,0,0
2Xs3ky75q6Zk4jjhp187DWhQPHJJxzEnL2urPcvQNsLb,3,3,0,0
4p9Tt6qnu5k9bh3x5V3fSHx6n7BTScGGpZPTGyBe28x1,1,1,0,0
54668tHe2T42hoVWr6vE941Ftw7GW9X1zgQbK33hqCdn,1,1,0,0
33FDmv8RhNnBhkyPrVFny1yTzTM1L2APKbgyeYv19TbX,1,1,0,0
C3rQW97eGDrnioGECy9tae9R9btf93GVhMqrmG7o1Yns,1,1,0,0
6ND44DYZX4xbwNRYMzNBqGRZfLwL9XkyTrxAi49jvbPF,1,1,0,0
DpyhWRa7cuQimwhgtdNXN8tkGxNxuDewHduo9pQSyfsv,4,4,0,0
EArY2vp8hYreheYowW47imyB6RoFKs4ga4gtekVaJ1UT,1,1,0,0
8HQeeDaBP2Vrxvda659CRpmG72ZqfGhzif4t9ccRf1T2,1,1,0,0
AKk3DHFt43SrWH1mq6Ek4EdkW6kvhqrAihZTNRx8Bhue,2,2,0,0
J2Jb8HmEUN4bJiFhNPp1QdtiLaGmdEECZ8ywMJiduAE4,2,2,0,0
DQ3ZY8WfqeNnB4bhsskFNzDBQzH2cFsait2UGxkHfTan,1,1,0,0
9XFhcmwRthMNu21xuTJABmrcBpJWvVkLQcjGdkXfG5pi,1,1,0,0
5ZkKXiWDC94MKfM3ErcrAgenrLMCks6PiC7VuUkPQxmA,2,2,0,0
HinMCAhHNGwjZGR3VB7WTApYSSd5WGEhmzY45oygRvwZ,1,1,0,0
GQ1cQ2Mt2KkCvdu1qRPKWmqYvHVBasMwocVn6EgeHbLR,1,1,0,0
9Ev2ugrLDUoUxQD2SHhFJney4SCpiGzKkv3k6L15b2Sn,5,5,0,0
6bkeMHc1Nm9aujDjv9Vov2LZN6YHo6LzFq8LazWPxheS,7,7,0,0
Fq2gHKEABauWJn2E2VMPGDcqwWvnVzVcz5qCTvjkG9Zf,1,1,0,0
42mGzbRKXpkeJhvT1MPYrXZppr5BSjBtGrqEPGS4n2zT,1,1,0,0
DUhP7BtHU4E7UcxGs74FY4tMxfuQ8pGJQzJJ2scaX23H,5,5,0,0
2bgawGTcWyh3qhxPrbBcxY1Q9XgzpfthRsM9jUAaSJ5k,4,4,0,0
HszVhLTzc1AUpRTMuTx9zBMGvzvUeryYYieDTRve8M9Y,2,2,0,0
67VEq6orscobNdtKs1y81UN7y2NmcjpwdcAW5bC44DD6,1,1,0,0
9qYtyioYXTHARCbE1aJvFCCQkmJ9gjF7sfSSdUuF5vaH,6,6,0,0
4EM7aaZLwNTh8jBE1KhMT1eTk5Qa7YcYWEaMXp5b6FL4,2,2,0,0
29e9VsQGEAkr7YFfqh2jaKnQGc6CDA6EMezQGuD3HsKJ,1,1,0,0
DtC5PFHH4kD4hn3tZrJw2vfaEeXkUL6ud5kGNoUxRYfz,1,1,0,0
54hucrjJ1oxHos4LUrKihfNxSMcLAELFb2tGbrCVzmds,1,1,0,0
4bcouB2Fbb1jiNTLvx4gyYivHHhjUYnNWwE4VWHRsHMu,1,1,0,0
CetWtryvBmcZEkaNyT1MCFcMbyq5Cck9RDQa9AMdZcUd,1,1,0,0
HM9wsQAfu9ih6j7y74437vuj1FR4JW5rDHhezPPpsmtH,3,3,0,0
3FfvjZrecsCJLFw3DeSELusJQRpTDxkNBtdXvqZDLUXG,5,5,0,0
EySs92wLgGCVYmnFPuLtb9tcRtWzVVL6cjHXiE2DzXVo,2,2,0,0
7kojLogakkeEAf6JVTMgUtaLvWRZwoqqU3tyJ7FfZywm,1,1,0,0
JB2D2PEHjnuSpHhJm3QudQGGL2hKTTyd9y6kobDbi2SR,4,4,0,0
567W3xBH5USirirxrK5BMbNgfBZfeE7wj29FSf6XdEQu,5,5,0,0
9tDaUR1ptF5iC12Biu7zS3kSj9xpEAJjk4zd8FZ8UdMj,4,4,0,0
3xNQJrqDrNtT2MMwumGekkTDSyHkky1hY2k5ZoSGNRNS,1,1,0,0
GkXov4LQF6E6bGPNdPUABoRYxUB9rv8i8t7XVfHQuS11,6,6,0,0
BrUw7MxzbWvwdDTWmKx65dnMpsXyQZGQDZyLM1x5eu5t,2,2,0,0
3nfLZooif3HS4Gue1kkCCZmTCPRgL9NoCxNTCLXTHEAB,3,3,0,0
HhGHygjDHaz9jfXkySqFmCwZtMFeMTcoHTs88943wnYU,1,1,0,0
BJTk7ourfmK73x3ZFFYhFsEzogPhcqGQ1c4k7P4g1Aq6,1,1,0,0
4curd7f6HRJkCjp7C2MpxZZFDee18mpxYNF6t5JWTNPA,1,1,0,0
2txTZvkzfiziLMBxyNuoj1RarbcfWeZmfdnkygwJeuB6,3,3,0,0
FVi3nrkeVrzfCb1G2yrsDcsGjJu832JdgyC6q2YCAMme,1,1,0,0
JECs6d1vbRY9Uaq2jWqQBn2gPEQVUwEzpPvuojjGEM7j,3,3,0,0
7RKhFVALPARzdWLrpT78pXbZnEdGMisjTWDAkVF5M1T5,5,5,0,0
4HbUnRcYndibZeaFRsoCPHdeFT1yMid39SnUDDJTqygT,3,3,0,0
CbS1wq4YxaabdDefF3Pycz6QXWuwTTse1tMMP9JeZF9s,3,3,0,0
vpo5WLAZzTvoxnFiL4x3ncppcXcAUDNXVmVCRGPGLyB,1,1,0,0
4CEQ8MgmUm3u6oTGYfvihiCAm4JGLyvGfz3EMYygSyZR,2,2,0,0
EXEuzBZyJNW4RpWgoqBsZoFLVJp4zFjfJSULW8GhNniv,2,2,0,0
HJ27f46AoevezzkbaYXZUZE4VdBfsHrR5eksS6WS7dMc,4,4,0,0
HMgCVK3FxkJsEKJw3GGUQb22DxQoYbejLbkfYbdMSZ7z,2,2,0,0
4Qa8Egxpa7pZYAuBuq3BbmqJGKSZYf7XsTih39EsXGU8,4,4,0,0
EpUbGydgcqtAWhZGhwRgGtXUu3mjUKWBwVjgz98vGsMm,1,1,0,0
3eRyiuBCEJeVn6bAvNSEDi3x8Lp2AW86T7wufMPKRYDV,3,3,0,0
RtLku8TZFffbgq2gNNybYDFfMcoE1eoDZNZNX2EwR9o,1,1,0,0
CrcmFku37vybCCVCZJ4vabrsefBPmhtjuJnLzYV2freJ,3,3,0,0
BNc67EaXvQLmQjmJgZuPeHuNV5YjfQxPg8SUA3fmiD7E,1,1,0,0
5cJaFJWLvtDmZdRRR73SkmjgLf49uKXWZ8Rhwm95WuMg,2,2,0,0
Br63N71Aozi8o7cHhz1hh1b6i1UzuMxXj9TK3x6tHT8j,1,1,0,0
CEthDhGu7BVd24PHRtcouyijfWUGenkyaa3yUgkK1TR6,4,4,0,0
3q3u5Eay5a9nkafRcdEgyaPnnKKBkkebhu5FjWoMopGE,1,1,0,0
5FetvGQpPUd92vxxSi5HwNhZJBh8S4BwWjhkjUNa8qh1,5,5,0,0
8MNzuC26QSrVoHuLcqwfQbH7ZdN4urPdDb13WNeEoNbJ,1,1,0,0
125f1Tu172J8o4YAzVhjsJAwbYkB34Z2BZZg72g3nz4J,1,1,0,0
4m1geMXhBy8jfftC3uP8B76E2R99LpHX6XRcRvDQ5F6x,1,1,0,0
7Tk75JgZ3jKqforaksr9Yh438RhHNWzVFg8H2AF5BVbx,2,2,0,0
7YKgsyztwpnYBjSd4yph31a1UFyUbKNszaCDuEzPWXTs,3,3,0,0
3xWNtGNSPiSqAABkva7PcuKNE3yvpuX4FKvUfqxbP7u2,1,1,0,0
2iyfUdFC6smfyiFxfHgm92Y8eVsqCu6pNMxmjJV89p6K,3,3,0,0
H74W51kmxNu21pnK5NivhcmGbnnjNAE49e3LWvFymX3R,1,1,0,0
EiHFNAjYa3rnMVKEk5bTXwA3hQ7thJAiwJjbF3DsqfrA,3,3,0,0
Cq5canvEwRke2ZhNyxCtAbh7pBMijhQAVfkVBjG8MUwa,1,1,0,0
9sLFTAvfDE1cG6Dcg3fFqZyYaPRaTxC3cYscdENk3Nry,1,1,0,0
H661wz9cD9Uf4XPgUsrZjAF9BsbkQizrvDAxtiCynYiJ,1,1,0,0
9AUVMqyx9AT46898L28UbH4GjaLeSHBRjYKD1fE38Niu,4,4,0,0
2hjeqCmCZ1yDEcqbH6Nh7LiNYKRvaSFrWCxpkyufASdc,1,1,0,0
G3QV6MLfMS57X5KFKWVUNqGvkVjWmwK6PzmyY8H266C,4,4,0,0
8bQ5tvLU6FSS8iaBUS3Sx8WWzz9x65EMAS4BMDDKebAc,2,2,0,0
AWGfzY2Ph2Pw2FaCwxJyt29WS6Sd5iU5N7yfZXSmCJ4E,2,2,0,0
Bb8DkSHjiwqxZj5A3c7cFWSKj6wVNXKbtAv9che5JSeC,2,2,0,0
4a7wHaT12g8KyoDeqzpbakLoZogrukUGUwuWQTxT3mCQ,1,1,0,0
4Srbu1T3EmuqkpSFiARFctXkZQKcMPQRoHUuJY5DbVci,2,2,0,0
DijLSxJNtBsqnNLoUP6JFiodTixb4BdWXSEtsHDY99uV,1,1,0,0
GroyM8jnPkohnyxRqffoM2evA3g4rg5y4i9SXAjhb8Ws,1,1,0,0
3qGjCEtRxRGfgSHW7Cxpr3dV7X7JR8N1S6L6DhfgjYXq,5,5,0,0
ErdHcu5oDm7qy6QiZhC2YNq9dYCjUEAHWfMjs9G8WiwY,1,1,0,0
Ea6Wkdmkh8qFUAEtEJyaZXxJt5PsxGEXLBMNRv5A3axW,5,5,0,0
Rs4zE5QJKcedEWPGW94paKjtqGcyEeh9f2Qvt7cN3qg,1,1,0,0
4moaNHk2FKgA535RHwELvwETN5sEZ5v9WjRQRxFbb7R4,2,2,0,0
5Gu9F2jjrKcmbt1rRwqbZGHbMnPdi8CJsLJsG9PpaAno,1,1,0,0
8Fq1VFLpK2QyoxqcYGDyQgp8k7PAYiNjPQV6ctaM2hMf,1,1,0,0
12hGEFGVFhRZb6V98dV1Z9n59FAshd2CYtwYGKN8cZBF,5,5,0,0
58KkAjBNd4o6mRik8UDEctyCsaYWwwtQ6hpgzpxft15s,2,2,0,0
GEZDciEgki9msNcBjVA3RFQTAAQJiFVnf6ZvJ3oGmyMU,4,4,0,0
3m5cfE5ZyWecgMPc4wEPZdt2CpK1ZTszBXGFitr8Himd,1,1,0,0
7CyAjAr1vHWZ2n4XHDy2ESLmHSoW7yDz1nDRnGEPbfqA,1,1,0,0
8tRZbqVz8QqxPR31WyhFRZi7iCfkb9vpA8Y5E7tYKDV6,5,5,0,0
FP3huHC1RFtXhLp2729VhG41UywFJoB6gMz4hSjgVJnZ,1,1,0,0
7d1BDZ3nh99sb4VT3zpNZFVX3DvTvn2nbrdZTp1DJsv8,2,2,0,0
5GtqhVBhgGpuqffHKANUa98suVjFnf9Uu7aE5JV2Zm3K,1,1,0,0
7ntDeyTCr8MRRLyJEYWBJgDvoqVi4CD71vVgr8HgnDnT,2,2,0,0
3RepMFvKVTgEwyBiU6FJthBCftKDubmp7uhsxFGLpSTx,1,1,0,0
79tzY9diAHqc65JCCyUgTBuG6Gdrfx4N5wmRFSPFrj9Y,5,5,0,0
3Cinwdy3umQXivRUgxJBwzvmLMGj4eLDjS9TuiK8oMuV,2,2,0,0
AK5AoUbkGJEzbs1Va33LTSCG32eizuKHySE8wrpDVncN,5,5,0,0
77paKZRN71uNgkjizGajfYVPtqox1kLDThLzstmdxBPG,5,5,0,0
CrHLnRQvcewZgD6X21j1bc8BfVTzUxAZBfhqPxfn4U9p,4,4,0,0
9GwwDvCCjWZegELRGWnKqbYSzg7vP2Axzcz748vm7P9N,1,1,0,0
J7A6kd8tXzhUWXvKZtMgnq3ca2s2Z4eo3zicRrQCbKJG,4,4,0,0
2BJvqEMnLR282JSTM8aqh49FrbEX8nCzxD3vbp8MX3F8,1,1,0,0
9NqL3UTAqzVq6vFHtD4Y7vifKhVpcXjpiq4VxH9XTXXr,1,1,0,0
EQd51ms22Rj16PKktzWqNbavMqerPwTBQevUGD6wxMQL,2,2,0,0
BMjpZPU5sTbG4suGMPvhRPUKtJnK2EWFquCwCb314Ve3,1,1,0,0
2rcZuaJ5CrDsfTDg9RCsKJFCto2fYxcbj3YJdpy8yKZf,1,1,0,0
9WvRymH3GDEnEVv96yg76VjkL4vfjY9Wm8ADTXSqCEs3,3,3,0,0
4RQN984NLQPW2vPvDqKqwKusJgj1Wi8AnkYMgb1uhRyC,1,1,0,0
AZdDJsxnb2U5yrVRWhf9avfHBrRJxHYYdZjtmoFSWKGQ,3,3,0,0
7K5W7D6u4UymU8aKyyjdaGnCjzoZqEPsjW9dKwP2gvLq,1,1,0,0
9j8eiUmd8MdPDzpJCVrUQjvU5f34UzcwVroqwQLE9yQG,5,5,0,0
21Brd2eFjet1cuWAHCKLtty7qspEc6aqkE2kmsoC8Kwi,1,1,0,0
AfhUkPWd85pHLfGw2NnB5wZs4wLGmWf24wnDpqUdgF9a,1,1,0,0
dmWZnGHUBrBd3GA2ttap9KTicJEUaeEuFdDHtDHpg7c,1,1,0,0
8FEvQoEwNaD9gLC6m3aYr3ckCVCBeiXhxE42HrordH6i,5,5,0,0
66x7XKNznJYi8gdhoeQ1D7r3HUVNCyWjUUsrPew4pkex,1,1,0,0
AeRzCvKbHMGDtstNNe5MqNCLq8bitDiDGXfeupU9S7aA,2,2,0,0
Bhd1n6aoV3ia285mNxh8PrCudYY4zyJSWWCH58PTVcd,5,5,0,0
91eefdwrg6TodZDmB2W2Utxd3hfSPRfJE1e39RK8GRnc,4,4,0,0
5cJMQfRb9ykB8EEtchTLtrdiiX9KjW6i3qXMwvwnQxwa,3,3,0,0
43hhXUHTcTQmT22YcpnwskM1RSyrgDuJZxJyv16BKCFF,4,4,0,0
3qULKvN313EE14kHJjLkXB6s3TMvZbrUJfAW7nTtPzaE,6,6,0,0
EgGypThkAACW53q1qksopHK9KjqBovcNauQzVGjDXTnU,1,1,0,0
CZi3bwZoJ2T3EtPD34oUz4MovPfBRNqD26e3X7YUurTe,4,4,0,0
5Gz4PoR62ZcfzXbZ4XtcG9P3Z9cPXEpMMjB3hec44NZw,1,1,0,0
7ZFV13X9saS35t2rgAyyVcNcXH2XUP4zxzKuarY7oNbb,6,6,0,0
29FSSHQspbGhiao4nMWydBGpaGxLFMsYV47APP61L6By,2,2,0,0
6fLUX2XRvrjiZxetDRPqmHcCFm9Ri8rp8s8Cwc8Umsfc,1,1,0,0
EabXuoEjKUzWk271vbTyxAANcjMDTZbKFuhTkFL394xL,2,2,0,0
G9uJksuMjysb1da2matAFspsdFSJpkN5ePvyaqPX6vm7,1,1,0,0
4xnf9A2aD6FY7LSd4GFYbeaq6DkMu9wasungHCDMtC1d,1,1,0,0
6UAoAGnCTbCRnDJr65psW89RuXkx8EL3HkwtQxVH4Vu7,2,2,0,0
AM8pMoWm7ucfh3oDoxD634vX5gaFpfg4nGGVH9Wo5xEE,3,3,0,0
5M5RLZjadn5AMMLdqVSERTXNCiSbSgLCfezK5GjvqYDZ,1,1,0,0
GhbXNQXcigCyWPeYTxEg7gxTxaCPGQE9ws6tmpmWQUBi,1,1,0,0
8vSiSkBpmNyb7XKNy1iUxa6S7kXgngMAhDFfWcL6v19Z,2,2,0,0
4PEAq3wKK7VvJcJRUj96vWTbmnZzcKYS9X44oNRtdH21,1,1,0,0
8PneLLuUTFQAyK8ittUYemW2RAaJrbGX4pLTo7sXJErP,3,3,0,0
8RR998kQhGSKTAEU5JuDTCBC7mABmb2zQueZ9ATfBEGC,2,2,0,0
6jz7JURCPH1trKk85hwQYz7gPeFUKee1PXXSAqntXoid,1,1,0,0
57ksf1bPvyVHSVcaETR39wcwGAL3K7txjENgNyYNq9Pm,1,1,0,0
GwkYUigMZf1yCZLHz9zTE8nYv7aEsWhbuSiswxirgSZL,2,2,0,0
GbUibrALdTR3DW1q6Cd8pGEdpR61PipvpcPrvCVroLTC,2,2,0,0
pBcY1yKt4WNjebtky9ib7EGDcseM6RtQqdobQX8W172,1,1,0,0
C6PSZoxhjKFmoXX9dV14uXg4woQetkn5x8aYyP3EmmAM,3,3,0,0
wMWvm3i2qNobhL1TqJtyQ46SSmz2n4VrkbdbHkRkPs7,5,5,0,0
EnFQRYghaHkm2Qg8kF6nWd7GS1WkozyXvHFFdbBdXAcS,1,1,0,0
FpqNr3HmrqhcrFJyZo3xGgvddxVWyw3HcgbK6Esu8AJA,2,2,0,0
6XNhxqGAam9RnxQuj3at3GAQSh4DaByWxojNDRszq8fr,1,1,0,0
GUSScRzUUXiG68wE4XdyxVBzwdE59uoiC36NbQjqVASE,1,1,0,0
BbcezjVGoLzh2oq7FHmXTzL7L1gBX361E1ydFSBi5Ah7,1,1,0,0
7M9YxGgXU7fjV9i7BFNiSJG5rREPi5KPxiaTFnwoyQ6V,1,1,0,0
3jr3aPB9fePw9DRWCHXVjBgE48A6bhL7LBUjcEAxwjNk,1,1,0,0
DGM7b8mHCPK1xUSRqswB8ULttp7HNdmmYdRxKxyhyoML,2,2,0,0
EmQnHqqP4f2tEntmBruZKgs7LxEKuePbdNasYtixhKaz,2,2,0,0
42rmG3KzaX2NyxJFPJABvCGieX3X72HUjRdzB6rPYyUV,1,1,0,0
2BADSkLncjbJ9mptMDLyiixdUfYfh8PhEewYB6SKKKvr,1,1,0,0
3DpddLRH1CPs4takyiYz5Mhch5jrqPVjeLNYvd4DZRYt,1,1,0,0
F7nPCTr6esLaq5wDEq8wEAjgpPEvEUmspbgS5Wzf38nS,1,1,0,0
EcDb4etF5re5K8Yf1tg4af1E1sBvCQFcCsdKpwnYy8SX,2,2,0,0
5P8ow28Tk9vYMTq56iUQzX3gidNCXb5oB8Gk54ceM5C6,5,5,0,0
4Wmbi721hdeWANk53zNwyAsCQCNpLMNkEHx2CoeNw2pp,1,1,0,0
