address,attempts,attempts_refunded,mint_received,refund_missing
8pEQqD5Tr5XE4NhjoiFNado392hBKYxutA6Gx78rMZJh,2,2,0,0
9Nc3wSea3QmpwRNqBtspsztXAy2oiwrdjAN8SWNLT2oa,2,2,0,0
2WqM1LpHqBR8B9nFAzVA7JYH1oZTdjiGSakMiRXZX1bJ,1,1,0,0
2yVkLMUuYLW1YAQfTqRB1ATVvW4vuBJRWuN7Fyn28hCw,3,3,0,0
8QC2NxtLqSKiMJj2hk33q8mcKpSHWVHBi1JXA11BQXmd,1,1,0,0
J9YjxrgjjGrzMW55ZoSrfd6JNN9q3JkzLJPMgsYNd5zy,1,1,0,0
EweM7yBTG5xd8Npggv2HJULEMHaLeP9rsEW7RLz43Abf,9,9,0,0
96fJCCK9jSLjhuQy2dCrRXJ8eo2vost5n2F6FLp85DpB,1,1,0,0
6b6q2JXytY8UygoAQVYeHB8JGnzFV3J5m3DEudQTSHfx,1,1,0,0
5Fu6AGYpR27YXpri9v1HkDib51gMvgvXULszJcBBWvMb,1,1,0,0
BvD1x5dGhFp7kjTPwdTSrnMoDzrZSBPg8JDEZHaZxR4P,4,4,0,0
GebEJfHc2PKUnQjAB8LDgxym9vVH9u3XK2F4VLkaKsjJ,1,1,0,0
DfevrjFavG7o15qJ74N3T2dY8uFax1mNQmt4U8jTAN9k,1,1,0,0
8odn67k33uNZ47ehaSh9ta9i9pnmYRwMiDxo3ECK53px,1,1,0,0
ET5atR8khni3zPovypf1DpEA6U3qcWxpmvbohvUXzCdi,5,5,0,0
vGx8QsHqeuX9eBfuqLdDeBtQH1NTDppEh8PukvBKun3,1,1,0,0
6U7tEbBfcdE9fedjktKtYNMbV4iuRgaAyQkFvkdLnydY,2,2,0,0
EUBYvZdNJBUqX6tPbR5xkVwUwUBhzSUkcZRTLFNeaWz8,4,4,0,0
Q8MtFRwex5wrgsvAXdacMDwLK9HZpvZ7LhB86354rdT,5,5,0,0
8JgCqH5zHPbWJHCcfzAr2erZbUHTWH4HBtGcu2TmEFHe,1,1,0,0
BhrfRhqcCcysWdivQQogsYKTedqezKDH5EM2LTXSy2Tx,5,5,0,0
Ht9HEwo33VKjMVbuRMqaCGg3Ga23Z54WU17bhtMFAbAX,1,1,0,0
Gj3SR45yeE6M66pQavUJHkjCf9Np34RjRo4YrFhN81ub,1,1,0,0
62JD8bC2HnX5a5TSoSWCoDyedNLPskKE7xCDJ1foUC7c,1,1,0,0
5j4r8aFDGfGRwJhzjLVKsNEdfch5Lkz7wdeV6UuDQGGP,2,2,0,0
F561YtTwtMHSwbCJD9K8Qzj5oEAKmj8qdNzsrkWPftK,1,1,0,0
AuMFYg2JWhXUMJEgtpAamG11AepRGkcHfkUH3aueG29X,3,3,0,0
AaXuPWbVDrcgGfAJBKyd94b4Qw8tUcMPgrH2wwWwZXs1,2,2,0,0
kT8iSY26P3WxcAGENVrYJsYkYHsrL3WLYfeyTdDGqqF,2,2,0,0
7YGf3iVjktC7Tf93tCtMDNvN8W5wpFbM831kfNzF8nXa,3,3,0,0
DVpW7Rdu7a2XDJFgm1M3fGEkCW7WPgCEtu2vNZLmJqs6,3,3,0,0
GRsLzLXnFvVgrghHeJamUSZttFQRkRJA8RiGpSyC6ckf,1,1,0,0
4Vtp5d4QUpScC2j6SnKmfyUx39H5Eg94LnzuegUVgyeN,1,1,0,0
H3RnoiBMaoERzW3VYXzinJjA2ybWWRpSatTXV3Rt6f3j,5,5,0,0
2dvjQQk9sB6hKehDPJwTn9zaCxZSXyGE3rwTMhxPRwAc,1,1,0,0
DYi11Rn3fChYveqdUrmEVPFkQPBK93AmvDUxUYHxfAqd,1,1,0,0
8XQXETscL2vvmVQamFp3jU6fgUtNiMAc19JEZwrF1GpE,1,1,0,0
857WRS1gJy2MrVQwL6dJaKGpExdUaYbHDmD9dRcoLtut,5,5,0,0
7AGmncFB5hFFhHjo23eoY6Gee8rMmMUUBAy8UaAJJoTw,2,2,0,0
Avh3QFHzRC1jgJujcZDLcdN823HLoCcDGxnjQme9wMSw,1,1,0,0
4TCK9csA4xJpxJDYhSGmc2f5c21Y9P9qFDBRzYJVX2sD,2,2,0,0
HjAEfcAWwiVVdrnm7wonVh6Gep762oQZZueC3Z4KR1GV,4,4,0,0
4qSrQYPbtM5HLM9zGjaMheHYgQR5u1PGtQrPBy1AZoSz,2,2,0,0
FBf9myPxMtmmfBRXs6ySnieFWnV8onwCEDN72yfRaecd,4,4,0,0
6VZT6Gd7oKPxfHVQYGWezWAeCczv1pknEdsbWmcNqeZQ,3,3,0,0
FdD21ius7y41kUrQDm1vLqxNb1n444896XB7jzwBsDDH,5,5,0,0
DvHxuXWhsmf3vEDecjXZgMw3m8MH7JLoxHtzcuRvP8of,2,2,0,0
DpxyYMzU6k7CCUyx8a9VQYpDg6vnCBESM7KRTKDNYTcU,1,1,0,0
9f9oqykxYJJ2VPFdJVizinVs1RYZZWKvG6GJmMZYnB3n,5,5,0,0
6utnStFo2vgbbvGzTyVJi48kjTiWbwxvcWq2io5DZoQS,2,2,0,0
JBmdkTAXVFSvpfmHTxwu88vSo4tCQFQJcxwoBQx4gnuD,1,1,0,0
D1c7MxeCs5gVygaich9wW3tc5UCz3E98p7UKFoQrgCFj,2,2,0,0
TBeUyxegWD33g83JDZKwePHWTevjidhNXbdKSvr98F8,2,2,0,0
C9bkcJNxG1Ckpvianu7tAtTev2pf9qhnSg6dA11QDMxj,1,1,0,0
GzqS9P93BcTMsqHPKhUsJTJqTAfiGhhdqrzGdBymDH4b,1,1,0,0
GUPebcbRD18TtuzkduD4KU2k5SnyiEYAeLBZrCabc8k6,1,1,0,0
J1L5PDBZV7SPCegSvKKi2hhJvL1WhFfTopJPMB7GJWMy,1,1,0,0
CMFPZDTPMbJe3zWknSoC7qzdC1uV3iiTpLMP966emvg8,4,4,0,0
9UgaNhnBgzx3A4ubQ5xv1PST55G1Zdhg5LZx7LntiRAU,1,1,0,0
Bo2QzQLKxgY8XPvEBfiVxeiFhGCWbByx29hbCoBu2CSu,1,1,0,0
BmgBoYyy3FiVK7CPbLfpWkEaYRYAkgb8eVCSjoJapCKK,1,1,0,0
CEeMTcz1vh2Z7Zj3kYtEKoBqYv5sBXRqiJcssjCEZAXq,2,2,0,0
CPhGJiZtkqaYNhfubu7hyexhK94dahxj6aQ2CwVxeiAq,2,2,0,0
BXQAxbNMwxJZFdcF97FpGxf8rZ4851sEkokivWdKHFYn,3,3,0,0
5PVw69uovmjzbzULqLcVPfR8TmYYFwjZwyV2C6VtF8ns,1,1,0,0
E2nt9q7PfCNo9rgCJv4UgKhJv4unvNqRJZbRbN8jBAgF,4,4,0,0
6rRsJuKJGzM1guGYD2ELwF4uTy1jNr5CqrP2YXD8HVZ2,6,6,0,0
DxSGn1NmAcDS6ScNoLSemfTF43Pw7MkaqSRdy3RWdYAD,1,1,0,0
8psZQdzoYp6axSUCpTQnfeDvRFpPbaxJpRA2m6taJPLW,1,1,0,0
Ecv56ErvQidEzWffbuvZ3ZUopHNkkuGSUq6vGGV5jps,2,2,0,0
F3MMjJtuH7ibzr3Jid5BLBWyYZN18iLN1jkHn7gJtLJo,4,4,0,0
DqExTDXZVP4DCfGqarfjrsQdbzNXxMt2aEAnbYnUxgnc,1,1,0,0
DjmDhTCkm3HMAEsxbM3Fk8G3fjkjs6NpYybNTtopqXUo,1,1,0,0
6yks1NsGx1zohwPYbk5LKeeZ1bzibVJeo7bLK67ptTpz,2,2,0,0
AQ5s2wy3LB3f7zv8kTVA3QL3XLkTnL7TxeAeyvkjUDFV,2,2,0,0
3tsGx4j8ujCgsaKHyNSzXp3dR2rEBZGntVLVUQSzEHCD,1,1,0,0
BovmECMUY7zpiSt7G67iTzcv5TF7sstDjywWecaFiPZR,1,1,0,0
AozFK6Xo5nQ9Nh48heAiMCgBvTo2EDUUqqQ2fnEL8Yi8,1,1,0,0
BaT4JfSjVKQ8mCWQWNzkVutKVNi49HZzJgYztsUzdDfW,2,2,0,0
CA4YEYYf1KxHkfViy4wcLShFeZfqaBgEKCW4dtrde3xe,1,1,0,0
5QuSpN95iBRBSCD2YNaLmFBRtbEmbQBqeH2p6SUuJKu9,2,2,0,0
5chyADfRRTTZJh8m8DMqugqMmBoCk81sEDdks2DJyXRY,2,2,0,0
55u2TLTNrNVF6RxQLx3tFSrS19DVdjLit2ULxNuR8JfK,1,1,0,0
Dxs1shnDKzYscSto7VdGHji5sj68PNigqN34jaznz6aX,5,5,0,0
Hyrczy6GWW9sRR5XRSu7Ged4kdT2zCe2L8xnfmWJMELu,5,5,0,0
2HB7CVPmNw4LrhFfsJWDb2K9gzp2DTMNuiCuR5wQzXUS,1,1,0,0
99VqWxZVanwAJHuPcLowajc4Rz7XFN7mMMXhg5k8mJCc,2,2,0,0
BZEDfF5cFTfz9UB2b7CMGs4DZ3UMCALPuHycr974qfsR,1,1,0,0
8ZCYCrr7TGaiymQwhYtrXQkKNRESru8JCXm3X9pivtFJ,6,6,0,0
J5B6YZg9HiJ66qKWgax4HWUQ3k5p32ztHbN4QXHea8VR,1,1,0,0
3n5p6CyD6P59gm1XCz4DV5n9UnLHUSnx3BzH2yCpDFn2,2,2,0,0
DtFLmH7Hnq5oaUZGxDZWJBCEWish7DPM33gEvQtKkiRU,3,3,0,0
GbL8y75UVyX1qtezDSaxkTFK1nfiCJADQrEFoDvTaido,1,1,0,0
C5JmbvvMx1uwU4m3ZPACcFeWY4Rmdfr29CFXjak8bFYP,1,1,0,0
2GF7RQjpugNbnK4bF1QX3wE5us24AYmNk6XPXkW3YkfR,1,1,0,0
Dgi1VVSvaT1e71c4635mX3x296yiMiZs5GiWbGPFeRdq,1,1,0,0
2FGUYVWKhWqKYeMFGwW8UbEakeuY2FiXg4wRYQhqA8SK,1,1,0,0
GDp3AiMaQsFEev9odvGvA6eLwtgdMpxK68NmGKbDT1F6,3,3,0,0
F9RfkNdHXYS5saKsV2JEWufkMwqkP7chZWKjF7ETds9m,2,2,0,0
BRtd4dEvwqg7QawJaEQvw9Kg3pNzqDopSQtFezcGo2rG,1,1,0,0
5X6evjX2hNMNaXDmVEL14kYnyASBLy9HH9VXaoGEXrU3,5,5,0,0
F5DSgfVsT5hkteVVsNMTMzQXkm9QR8gLhvDp4FtRfKz7,1,1,0,0
ARswE4DQJwJeoLWGDyZTYrnayCiDJVuubWFFnva9Dxe3,1,1,0,0
EjNvmeykqh5HhMH3wiTDAyXyYHDGaXZ1qKB47NGsD8GZ,1,1,0,0
7VSqEeQWuH7ZKxy9DwqZVE9s9XvHbPU8GcGGczojWQtP,2,2,0,0
5nXEttHFZRhN2tMTvLpLqpCSEdDvotvcsLMuQtTkhuGJ,1,1,0,0
4tHfhUJE3MisWJxHuXya2UPyMa94mPe97TPEGyjsj1am,3,3,0,0
BtMwqkbYCrQEx7azHEs9225oNz4TaEQuChCpp5jUTEK1,1,1,0,0
GPKhBdfSjJAdDryUETebRdvazLmgLC3p5jDoJeg5xa1z,4,4,0,0
4ckqXtnoEK9ACuAecByP5r2MUA3QyGavWvnkq3TjR9md,2,2,0,0
CXFmQi2eM4Jzt9HZwm9A5JAzGvNpKwRuxo52ua3Jyceh,1,1,0,0
5tKjrA3mfeq7DUDGU3qTVsbws4mvonscM3TCM4GxeTbc,2,2,0,0
8HTtvXpqmKW3eUi7tifK1BCtjpAWkuK5MqYXiu9V5CyS,2,2,0,0
EJvJV36tqqrMp9hzKnYGGdRa4KJovKC18uUZmjX6Q31b,1,1,0,0
2LmyVWWH6arBTmZdYP1KX2nRbRRSgmYJNm9fGzooMNZf,1,1,0,0
7pemW7t9qq5pc9XE8UmsV8CEAx6YyrBPQfEQRikUMCqc,1,1,0,0
H8cyS43sB2oQijCJqJtKgaZdQCLp3aEQcvGMp5njT71A,5,5,0,0
DthzjVQfs91bNUDqAMMCLSECVaeGvhFfJZPS9fkCGWV6,1,1,0,0
AjbornnT6Zw49YfFzckV8AoD9MTUmh6CfhJQzj7Kb5qj,2,2,0,0
7DEDrk84TTuregfsfZdQ2xQXZnt9yM3QKwUgPTHQuxeS,1,1,0,0
8kHboPBZJXDdDFD7WiZah4ifQ9nzw9Fkx65a8sTVMMLB,5,5,0,0
GcQCX4iNhuwj34i1nog33uYSgVYfhE4MF7FvM5XqPpis,1,1,0,0
8GdEJR1gXNwit2nCDuudwz7CEhnQCWiqg4odKNDcAzDs,1,1,0,0
AcpBCbjmXbAooFeA1JqYz6s5e25uHnpbZFyfZex2j69S,4,4,0,0
7XkCKLZQu1iZMmBtEdoJtP1eT5TKdHJgQYuyrBynzV3B,1,1,0,0
FpqyQQudrTw2dS7qPdoZ8JfrpmwjxruJ8wHUXCm1RLG1,2,2,0,0
Cu54tnNkUKhuGSbwuTTAvXtthQ9H3v9Ap5RnFYm5v2Da,2,2,0,0
CPwspo71mnXeo3WjqVoHUBwYRMd841aeYQzCE9phu52V,1,1,0,0
8gkbc4DTaLt2s5A7iAnjGjcpsXaiA4WBGZCrNdSFaHTR,2,2,0,0
HYrRDYMSUCdcQ9z4i37wdiGcZg2iybYtSebaxzndqaRP,1,1,0,0
FCFno3cnB99WeMJ7wJBzYRxbWbex8iLahQMUsAZZBhZX,2,2,0,0
62aHn1NND8WGhr33jBF9wNsx9DmrYV89xoUJ1GhFV8Zi,3,3,0,0
EqxqZy2jfEcmkT9qZ7VwLJpEjzi6Mk4ff3yejwt7jGdp,3,3,0,0
HghMwaoJrmw2yKWZapM5d9U5858jLWXir8ATF39cfht3,1,1,0,0
E5QU18V9dk8xUWBQoV87FVBPKYckEeGAEqrv3nbB9Akz,5,5,0,0
B9kLgfpxWQG5Upgye3dM4FAUSWvqwUER8ES1PxA61m5H,2,2,0,0
5tYenGweLht8pD9CSqeeo6b2QxP1Fu6RahDccEtdbPLV,1,1,0,0
3AZ58Y1LU4oimSBBhujVdnZxrouWQwBpmRYyyria7xH9,5,5,0,0
6wUqUUfgKeNvPJrVrnGntBfmBcvekCM47e9giuU3YBjb,5,5,0,0
8NbQZ3fJntReUMhsLRKha3vcBnMxqnXWV958ZQuKpLF9,3,3,0,0
EvCGxprH1ef3TGv8zroxAN1DRA1ssRxMGmURGKEKTL7A,1,1,0,0
xfenibkHcCoZCCukU3bjk1heGUMe76Lnvao4hrASfkT,5,5,0,0
HtyHJWU9QENh2xXfHMCBzoTYpuWxEzARjeNrvyLqSZfd,5,5,0,0
7nd5FwWdt3Y593p5n4unVDPvjgAZDAnZonPx8DEjU7fX,4,4,0,0
4hJjCQaYkJee1iuXseq3ckWB1BbFDt4PAdbqztbP4rCo,1,1,0,0
2SP3ZdWFmBy3pVqCwyg5Q8xPbKyt8i4YUP7rJ6hdTowq,1,1,0,0
3PjSAPXAmLQD9ot2wvK6uNyyenoegm3kegmDubDenmCh,1,1,0,0
4sm8K77ttFWeK7DzT3MpAZUqGHQobZyZaY8hs3WBBSpB,2,2,0,0
Fz76vGcvNe7WwM6VRzhXDBxojNuvP6SvmXvA8iordWix,7,7,0,0
2uSwngFsUPX2S9JWfx366nty52gV63bCrbK3PFUgibXx,2,2,0,0
7g8vwBDVkbLZFcVnqaSZCtcd1vi8HeNPQkJa7HHdUNew,5,5,0,0
9y5wB6Vy1DY8YHoR1AZVwHnZKoC2KMwF2M1KWXZERqUo,1,1,0,0
U1kMKC7318AxHv14SfMhRr2fdZT6vDpmdXeYdr81Ze4,3,3,0,0
7wa5MCaERKU4pJsZ2taK7mU1xYevtg6SEpPFLmUcmoaY,5,5,0,0
G18f51iJn8KfiHZ8zSFC8LMUBK9ZUgQbubJHAhR1iT2N,2,2,0,0
GCYGDizzaAX1Zkei9kghPpR7F1tSKrBRUeiDv7e1w9LM,1,1,0,0
2qYNQdacAdiXAiupkTE9kTnR5rya7HcPR4E8DLibDeT1,3,3,0,0
ESTHZvG7psDxwBqvvus8sAtjJ4cUC9hgUCdKXTVWixSg,2,2,0,0
A5QF9K8SSNnq6jw45ch4sgxnWMt391tfT3WBmdMvwQb3,1,1,0,0
CPpzfix1iKJBL2YAu8EhKFVcDSxLbqQ8bub5PsvEpkQY,1,1,0,0
BSGSzAsaAbb12gTt3eqnPTLRfpkzZ9vD6GaPsET8qJkm,1,1,0,0
F99AwiPwTzKWTkY5J36sHjewB6CHATrhfLfKgump8MYK,1,1,0,0
G9h3AQKiiN5Uddw2ZbDT8sk9Yf3m6g9U5VXVbbcn7pVC,1,1,0,0
9hAbprbNVran2niH6cszfXzHa1Fwn3ckJWifFWs3uCsV,2,2,0,0
DJxHUL5TCFh4KazqPkHStXcqY5RgxQW2Thz5F9Gh1xtZ,2,2,0,0
38UTSFSgxwLr2mJjERxEWRhZzAQwyoiky2ZeYyjKHjAB,2,2,0,0
C94GkMvZxKmCbTFw6Y3JnBuiKa7TMJVgvgJi54SrWsuH,1,1,0,0
BXSWR1obc6abrJdYRFsCMtRBofxMPi5QfTjUSgNjveTw,1,1,0,0
5iKvi4N5NTWkKgWCWEcTHTgsjfGFxAkeZqE7mLrbfBNW,1,1,0,0
HJ2p8mmqc1PoVjsDWhFn2C3wpmie8JTH21jpJZqgA3sP,2,2,0,0
GjkRGDfYSL97KoBxHL9zfBz1HANUyDm2zR2WhYfK4sSc,3,3,0,0
J8LBNz7Xe4r69N6HFZm4oEaB7kj29QYQmGTNdg7CnTfk,2,2,0,0
ConBJbzz22cdsquL9hP564YSEwVyEPaS2iDLXmitzwQw,1,1,0,0
CdwWKibDUdc3HxCtV3L9PjXrrrNxeuSmXJmBWjkyGKZF,4,4,0,0
HGZJeHyf19kDWXRxYXoLfoHCDuHvBGM5Swz3FCnnNh4L,2,2,0,0
5g6YLtnRhJ5HwgR5pDsXWLBg43Eb7aWD5U9mgY9gBQoW,1,1,0,0
HEwyUuZqUmXWxV37CYQKk9V76qhboDQ2zZ8oLBfZTdV5,1,1,0,0
5KcH3hMwVPtArmJJqCMkgWvXre29YyXeESceyM6mbxAp,1,1,0,0
5KV9viGAkog5nFpHEHu8Jj9yvaHHws77PPiYV9vE8umN,1,1,0,0
FTcvSRwYBUw6hM4rCT8VFAxEMJr45xr4CzyrDQqcLvF8,1,1,0,0
14cAE9Zkv5Y9GuYRWSuZpuqKi2nsgznryvWsdMm35rAu,2,2,0,0
12YipoPisK5o9xTGC13jCHX8pcdNmPeuPYbyWg1xRKUi,2,2,0,0
Ej3DRCQ45naKJwSyxrnoj1dcuDqvS6311YqUwuAkyoKs,2,2,0,0
9wjokKMrdYiAu5xWQa56sRpRyMhYGna9V1BGYQcb94uv,5,5,0,0
4tKKoqVxu3PoQ4TYZTAgVMKwAv4xK8crLTemJjhXRFUr,7,7,0,0
3pzjr1qWMgX8o5LDsMdvKvRskmKmuDT5c2tR8REuNjoC,1,1,0,0
7QSCwAZfUi7tdfzUfFGriW9KYj98jEk79yqDyeFvJFgM,5,5,0,0
52G1zooFmSfP5P5NbHDJVqj2tdgN7XzDCxn598Nmt4a5,2,2,0,0
C8i4KbbNbTgPXXKYrWVCwUKjemKRs7d66CC8N5Rm8iLV,4,4,0,0
2sfvJBXpmiPt3Q9ZZ5XaTPMpWGQAUdU94n77rtqtLW68,5,5,0,0
6tNuxP5BovZ34QRY6K1kyfVUyGJJpuuMPkJgWWxWak2X,1,1,0,0
78NW3vB6p6jiyFfX7enob4oCTkQwgFsUyXDAQ7ktPups,1,1,0,0
DE5HN1X1AWXjS48E5MgkKWb4zN6p773CpzZrc7xmTLYc,5,5,0,0
A4pugHkZYKXFT54ZxDsrY4b75Ah1fAjAGEvTeNEzpLVe,5,5,0,0
J5XqFrfZj6JqZbZLZc6Rqa77vhCnaQRyiKuiq96n8yHp,3,3,0,0
7waUhtwsjBpDVbrFhqP7463FtZiqT6bKMNj1ysrW9UQH,1,1,0,0
8i6V7jCDrwx3bSRWzzsCF1DnFZRggswrqjAjRgPAEpaq,5,5,0,0
6ZRhNros6aR6CdvPfuE7SRDiVFEVFFAuULwvckbjTdhv,6,6,0,0
3GgP5YF7VaDvzXUCfEqanK3wsDZyWSkrB3bhf8RVK7jH,5,5,0,0
AUkLmZXdDtd3BBAqY6NSYFy9nr9wgApUiV8ZRXqzFdx,1,1,0,0
BBeAQiX67wB8AXvgo7D1BfEAHJFWzK8e5q2a3eYDhfCv,3,3,0,0
DLgFYnJjfSFHV1D4VYd2wHke16HBZ6aSTV9Teio3r5Ue,3,3,0,0
337zpu4xEH3Rzvq61UJmh3iV5QCSRfFNzMyuwcs9zhjK,2,2,0,0
9aJZx9Ki4oi4E8BEM5dNgnLcLGpNXJ5F1d7UcwSGWpfn,1,1,0,0
G9god7DqeraWPdNaJM4fDCDUgLYCyWzaDtkigexmwmy9,1,1,0,0
BW3XZM39N9EmFN2dmWjtLhUVWf3AzxnBSDxmrTUR5dHd,1,1,0,0
2AwtgH2Esu8Mpgq435Bus8nxs85Wu9j1J4dHiejUiLsj,5,5,0,0
HEh6sENN3z1KX1UsTwAt72PKc28jCQbRo7JHpDLmwnRF,2,2,0,0
9cWkXuonCirrNo2dyaARXiHaPVLiVx9tmQf8G3HoSahy,1,1,0,0
BcAsAgsf6JHXD5ApmrqRKEv6GGzhy4KWQ2vdxiShhF7G,1,1,0,0
55TimWcAc5d772jLi9MvsEvAfskDy9F6MEr8mZCvpkfx,3,3,0,0
ANEbpBvm7MbHok2e2r59qA3keavHhWZyrDsT31ABmPJE,1,1,0,0
5oJzSbG3wu9XaRCHtwXWDWjWCMJV3XvdroQFKnHDizuE,1,1,0,0
8phkhBPDaTRkqKPJANq2qhiQeeLhRuDGiXa3pUhTotWc,1,1,0,0
B2ZxxYXjKEGZoCRN2VAGjVGDhnyj4BbkmTyM5is9YzS,1,1,0,0
Fp1VcWj7aNqfAp4pj656HWXFhCE53839z9vmvcDPBLzR,1,1,0,0
7e8Y3DJQ8LgRKwe9oZ7gd8oEUoFt7Rbc1ca6Rq6dxaCA,4,4,0,0
Cb7c9s59uHRBC6CNVjNUTUi1nPjbxcvp9PXXKuLWP3mF,1,1,0,0
AE6QU9HzgfYR8xssR4D7je3h68nQeYgonn1sAXNvDnTa,5,5,0,0
Ea3ZwVYNHL8hoybt2qGdCPBh5vYYQX5JDL4SVfSaQwRX,5,5,0,0
EzRf7CGxKAE3siCmA1AFoe8MkbGce2fBAfEjJH8DYt5e,1,1,0,0
4c7do6fGanJNcn43b8fsyZq1dm9i3nmitC4egF4VqWRE,1,1,0,0
J5VZ9AxCQLTfZpcLC6AeibqdXFEuNkQwyuuEqg8fVHdB,2,2,0,0
FA3W5zbNasX4QFKeLq4jw9BHqbXMDZ8XPteXCsN79GMe,1,1,0,0
9CHoCweUaz6fLFpvH1SMqyKDuYBzxHbkKFaoSovm1wmG,1,1,0,0
6RW37gUSqfmcNip5Zc4KuTk3pH4xbHTpFBNRYjLTBtEt,2,2,0,0
8dZiZsfqajsvXZPtj8cWX1EhWWhsrxLdkFs3jRx3qo1x,3,3,0,0
3wgDeakKLL6TphymFodU1B45f8166XjJFFkGiZtD6Dku,3,3,0,0
99j67rPiiJYrbcQ5gn1RdXiq4uDBQiZQAjVZKqH1TkvZ,1,1,0,0
J45HCDseRe738GHVUm3e5GKyUhrnCnigqXCo24bSGEAy,1,1,0,0
4qz6B7xZa1YkHAV4ptiaC615QQav8cgz2TUvwiMeVCXE,1,1,0,0
CM3t4Z6ieVEzjHkFT6nWJkTtesrUeTpeFvL4Q4Y8FzxE,2,2,0,0
2RDjDXR5BeLSY8Ef45CuSnGEWfNpw1i2DSPRu6VaYmyX,2,2,0,0
BifgZJyydh7tMoH7zAXeDePxF4eScd9b6wnT1T31LUuC,2,2,0,0
4iCRVz3hREbDTtq5W9zr3xj74xDxRSZmq18jmdQLoDCr,1,1,0,0
EZUQE2ZMHXAv5VFwUSBwhrnMHeZmiQUQ82mFsqgpm4j6,1,1,0,0
9GpNvqFGsErRdFbPjc8j9LofrAwq8RnERtSTzneW8mZe,5,5,0,0
43xqnaaSWhGy9wqj2FGPsspKeWqQ87pGiKdSdvMRspQU,1,1,0,0
DiEXwsS1DsKJnSYWa2udi7WmK2vcG2b3Wkk257xpPs17,1,1,0,0
HKfH27rmAyhCWD7fwCDCXd56q86Xwa38Pe9v2yXobRbu,4,4,0,0
8msUJKg9XvHZGawqX4txhauw2wEHBGysAVA1XYCcNv84,3,3,0,0
5hr131V3nhEeGFo5TCrCdsMDij53mGfHJVY9HkpYgCRi,5,5,0,0
HFTxUxZd1ASxbcsEbmRtEsQMY9rPhumH7jymmafQ165L,1,1,0,0
2N75tuimBPVBLW819tVLAaiazeXbinNsnny1qgM5XdaP,1,1,0,0
DR2T9BgaTPMQ7siRuWS7zQaMQCNG4fuYb3ZEwnSka9Wh,5,5,0,0
AeJJyPow9p2ShTw5hTbHFczi82iW41LKREnpBiWaJ3gu,2,2,0,0
C6qvTLodVntrJTfseEVYRg7JSrv8PVxSTFWq2UXpZrNJ,3,3,0,0
9uRVGxnNWK4uPKh9HHU2YtBcncU8xaA3znfc2VaxtNf9,1,1,0,0
DF5AA6UCTg7Yu3LYKMak94LxUhq4SMTMPWjCgbx4a6d6,1,1,0,0
2hGc73TtFtRqMieb7goYAAEBk6yJBJfjnof9uJwyTKBE,1,1,0,0
HH22eRUsccb6yvHvBGYJQiVw8PTNVYcMhHSp1o2HWszu,1,1,0,0
35So5QkYBiBXf1YJUGpdce7LEbE2Az6m28d3CuqxGAx8,1,1,0,0
3oNcyDEQom7a8HGLAwb6KYjoW9qTyzfZff9b8HKSuvBt,1,1,0,0
7VN7v8CaEuapMCZ8y6iZCH5ts5hhhAiToNhcjZPQiwYc,1,1,0,0
7BMHQF6aSPxUctPs86Gins5f3CJvz6GZSABcwkdS1QZy,1,1,0,0
DoTZ6E22Mk8TUdfMUmZxahSHXKfgrirnm1iqW54MfL9f,1,1,0,0
7DmWeCj3Y6Bx4sfLRh58fwjnNnPF45PCbA2J3kEkoUZU,2,2,0,0
9YfDfzB3YGMSEXLg35WtCpXxnpKgLuGjcgWVYRHcYeMq,4,4,0,0
Hzc41ysKEgtvZt2WvB7kke3X8QGe5bGcn2kN4iJjG3Kv,1,1,0,0
Gi89DeRZrBmLqdLQ61UiX235a7Ba3GH7RzPYKSyrD9xB,1,1,0,0
CZdzc4QbxN7dosjmzzjA7YHzeN8J7P6843VvGoKqpJ3t,1,1,0,0
75epetg7Q5s9oW9oXrtTa2xkj4Jy3FH7DGbSYH7yWooe,4,4,0,0
GJnhNGzFoA3eESBrwUFwJkK1emZvBvxEbtzVk2rpinu6,1,1,0,0
MSxtJQ93G42BkRn1ZNiUrcwtQGAQYReVutFaPrZt6s5,1,1,0,0
5EAcwjQx6WzQ6EsyCFpe2vK3KFvsUL4RFM83vMYSkTEH,1,1,0,0
HbM6f6j8LHqtdKHqFXzRiRhqvhkfRzCSbcdb4V5NJqtH,1,1,0,0
4syeZqS3Y3AWAarqt3o6nGSP3NKDKsPR4GTLogToYrDu,3,3,0,0
ESZPyCQqYdYrbbB5fACzwxCB3E45aqfdDsJJESmmmFXJ,3,3,0,0
9MfQKTFafdVHiP4wv5Rb1e6b2LEf17SaE82LLYWHjo34,1,1,0,0
Bgf63yw1TKB2eiLAPXtBEqdcAaefbjW9677Ma4makzi1,2,2,0,0
7W4X6QdjhmddpGV7YXGnBLdjbU5wF6C3pwmRYUqV2gLd,1,1,0,0
75u73sKJ3YbFsMhf3B3Joj4bwNdpRtmyV6PPKf6gyaUY,4,4,0,0
6QT9iYEu4jp3pcQToFmruzy3diopojXAiUPPWFkQNiXC,2,2,0,0
4GFQ56QsoWPUEZr5Fjd7ggBb8H6UFJHqKjTXCrp5o2qF,1,1,0,0
B9mFGP6Dfvi65WDWPupw87TD5HsGJfLVhKJYUbLQedJc,3,3,0,0
